,Классика,Анальный,Групповой,Двойное проникновение,С резинкой,Без резинки,Глубокий,В машине,Кунилингус,Анилингус,В рот,На лицо,На грудь,Бандаж,Госпожа,Ролевые игры,Лёгкая доминация,Порка,Рабыня,Фетиш,Трамплинг,Страпон,Игрушки,Профи,Не профи,Классический массаж,Профессиональный,Расслабляющий,Тайский,Урологический,Эротический,Ветка сакуры,Лесби откровенное,Лесби лёгкое,Выдача,Приём,Эскорт,Фото/Видео,Услуги семейной паре ,Город,Район,Возраст,Рост,Вес,Размер бюста,Цвет волос,За час у нее,За два часа у нее,За ночь у нее,За час у себя,За два часа у себя,За ночь у себя
11,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,Москва,Дорогомилово,22,160,52,3.0,3,5000.0,10000.0,25000.0,,10000.0,25000.0
12,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,Москва,Южное Бутово,30,160,48,3.0,4,5000.0,10000.0,25000.0,,11000.0,26000.0
13,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Мещанский,21,175,50,3.0,2,5000.0,10000.0,25000.0,8000.0,10000.0,25000.0
14,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Чертаново Южное,21,169,53,3.0,2,5000.0,8000.0,16000.0,,8000.0,18000.0
15,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,23,168,55,4.0,3,10000.0,20000.0,40000.0,,20000.0,40000.0
16,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,Москва,Дорогомилово,20,170,53,4.0,3,10000.0,20000.0,40000.0,,20000.0,40000.0
17,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Нагатинский Затон,20,170,53,2.0,2,5000.0,8000.0,16000.0,,8000.0,18000.0
18,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Москва,Замоскворечье,23,170,53,2.0,3,6000.0,8000.0,20000.0,8000.0,10000.0,25000.0
19,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Дорогомилово,23,169,53,4.0,1,5000.0,10000.0,20000.0,,10000.0,20000.0
20,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Зюзино,28,162,55,1.0,3,4000.0,8000.0,20000.0,,9000.0,21000.0
21,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Москва,Донской,22,163,45,1.0,2,5000.0,10000.0,25000.0,,10000.0,25000.0
22,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,Москва,Хорошёвский,26,176,50,4.0,3,10000.0,20000.0,50000.0,10000.0,20000.0,50000.0
23,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,Москва,Дорогомилово,20,170,53,4.0,3,10000.0,20000.0,40000.0,,20000.0,40000.0
24,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,Москва,Дорогомилово,19,167,48,1.0,1,7000.0,14000.0,28000.0,,14000.0,28000.0
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Москва,Южное Бутово,24,174,53,4.0,2,2000.0,4000.0,10000.0,3000.0,6000.0,15000.0
26,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,23,168,53,3.0,2,7000.0,14000.0,28000.0,,14000.0,28000.0
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Москва,---,23,167,54,4.0,2,2000.0,4000.0,10000.0,3000.0,6000.0,15000.0
28,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Москва,Гагаринский,20,168,52,3.0,1,5000.0,10000.0,20000.0,,10000.0,20000.0
29,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,Москва,Тверской,20,169,54,3.0,4,5000.0,10000.0,25000.0,,10000.0,25000.0
30,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Москва,Дорогомилово,21,170,55,3.0,1,5000.0,10000.0,25000.0,,10000.0,25000.0
31,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,Москва,Южное Бутово,25,163,3,3.0,4,4000.0,8000.0,20000.0,,9000.0,21000.0
32,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,20,167,50,3.0,2,7000.0,14000.0,28000.0,,14000.0,28000.0
33,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Савёлки,22,171,53,3.0,1,5000.0,8000.0,16000.0,,8000.0,18000.0
34,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Москва,Замоскворечье,27,168,56,3.0,3,5000.0,10000.0,25000.0,,11000.0,26000.0
35,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Москва,Мещанский,22,172,52,3.0,1,6000.0,8000.0,20000.0,8000.0,10000.0,25000.0
36,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,Москва,Дорогомилово,20,166,53,4.0,4,5000.0,10000.0,20000.0,,10000.0,20000.0
37,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,Москва,Фили-Давыдково,25,177,60,3.0,3,5000.0,10000.0,25000.0,,10000.0,25000.0
38,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Москва,Дорогомилово,20,168,50,3.0,4,7000.0,14000.0,28000.0,,14000.0,28000.0
39,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,Москва,Арбат,23,170,51,3.0,2,7000.0,14000.0,35000.0,,15000.0,35000.0
40,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,Москва,Академичекский,21,169,51,4.0,3,2000.0,4000.0,12000.0,,8000.0,18000.0
41,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Дорогомилово,22,167,48,2.0,4,7000.0,14000.0,28000.0,,14000.0,28000.0
42,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,Москва,Хорошёвский,22,172,52,2.0,5,10000.0,20000.0,50000.0,10000.0,20000.0,50000.0
43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Москва,Левобережный,24,173,53,4.0,3,2500.0,5000.0,12500.0,,,
44,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,Москва,Хорошёвский,22,172,52,3.0,1,10000.0,20000.0,50000.0,10000.0,20000.0,50000.0
45,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,Москва,Южное Бутово,19,162,65,2.0,4,4000.0,8000.0,20000.0,,9000.0,21000.0
46,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,25,177,62,2.0,3,5000.0,10000.0,25000.0,,10000.0,25000.0
47,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,Москва,Дорогомилово,22,165,49,3.0,1,7000.0,14000.0,28000.0,,14000.0,28000.0
48,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,Москва,Хорошёвский,23,172,49,3.0,2,10000.0,20000.0,50000.0,10000.0,20000.0,50000.0
49,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Москва,Филёвский Парк,19,165,60,5.0,2,5000.0,10000.0,25000.0,,10000.0,25000.0
50,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Москва,Дорогомилово,23,170,50,3.0,1,10000.0,20000.0,40000.0,,20000.0,40000.0
51,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,Москва,Замоскворечье,22,164,54,2.0,1,5000.0,10000.0,25000.0,,10000.0,25000.0
52,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,Москва,Фили-Давыдково,19,172,50,3.0,2,5000.0,10000.0,25000.0,,10000.0,25000.0
53,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,Москва,Черёмушки,19,168,51,3.0,1,3000.0,,,,10000.0,
54,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,Москва,Замоскворечье,31,175,60,2.0,4,5000.0,10000.0,25000.0,,,
55,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Даниловский,21,175,54,2.0,1,5000.0,8000.0,16000.0,,8000.0,18000.0
56,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Тропарёво-Никулино,21,172,52,3.0,2,5000.0,8000.0,16000.0,,8000.0,18000.0
57,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,Москва,Хорошёвский,22,172,72,3.0,1,10000.0,20000.0,50000.0,10000.0,20000.0,50000.0
58,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,Москва,Замоскворечье,20,172,55,2.0,3,3000.0,6000.0,15000.0,6000.0,8000.0,18000.0
59,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,Москва,Южное Бутово,33,162,48,2.0,2,4000.0,8000.0,20000.0,,9000.0,21000.0
60,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Москва,Хорошёвский,23,172,52,3.0,2,10000.0,20000.0,50000.0,10000.0,20000.0,50000.0
61,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Обручёвский,21,174,49,3.0,3,5000.0,10000.0,25000.0,8000.0,10000.0,25000.0
62,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,Москва,Орехово-Борисово Южное,24,173,55,3.0,2,2000.0,4000.0,10000.0,,,
63,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Москва,Дорогомилово,23,170,50,3.0,1,10000.0,20000.0,40000.0,,20000.0,40000.0
64,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Донской,26,167,57,2.0,1,6000.0,12000.0,30000.0,,13000.0,31000.0
65,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,Москва,Тверской,24,168,52,4.0,2,2500.0,4500.0,12000.0,,,
66,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,Москва,Дорогомилово,21,160,48,2.0,3,7000.0,12000.0,30000.0,7000.0,12000.0,30000.0
67,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,Москва,Замоскворечье,23,164,58,4.0,1,5000.0,10000.0,25000.0,,10000.0,25000.0
68,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,20,167,49,3.0,1,7000.0,14000.0,28000.0,,14000.0,28000.0
69,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Москва,Зюзино,28,167,65,5.0,3,5000.0,10000.0,25000.0,,10000.0,25000.0
70,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Бибирево,21,168,52,2.0,4,5000.0,8000.0,16000.0,,8000.0,18000.0
71,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,23,170,53,2.0,1,7000.0,14000.0,28000.0,,14000.0,28000.0
72,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,Москва,Замоскворечье,23,170,58,4.0,1,7000.0,14000.0,35000.0,,14000.0,35000.0
73,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Москва,Донской,19,168,60,3.0,2,5000.0,10000.0,25000.0,,11000.0,26000.0
74,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,20,168,48,1.0,2,5000.0,10000.0,20000.0,,10000.0,20000.0
75,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,21,170,52,3.0,4,7000.0,14000.0,28000.0,,14000.0,28000.0
76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Москва,Южное Бутово,22,176,53,3.0,2,2000.0,4000.0,10000.0,3000.0,6000.0,15000.0
77,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,19,165,48,3.0,3,7000.0,14000.0,28000.0,,14000.0,28000.0
78,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Замоскворечье,21,172,56,3.0,1,5000.0,8000.0,16000.0,,8000.0,18000.0
79,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,21,170,50,3.0,3,7000.0,14000.0,28000.0,,14000.0,28000.0
80,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,Москва,Фили-Давыдково,18,165,55,3.0,2,5000.0,10000.0,25000.0,,10000.0,25000.0
81,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Москва,Хорошёвский,21,172,56,3.0,3,10000.0,20000.0,50000.0,15000.0,20000.0,50000.0
82,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,Москва,Орехово-Борисово Южное,24,172,58,3.0,1,2000.0,3800.0,12000.0,,,20000.0
83,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,Москва,Выхино-Жулебино,23,165,56,2.0,3,2500.0,5000.0,13000.0,,,15000.0
84,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Строгино,20,165,51,2.0,4,5000.0,8000.0,16000.0,,8000.0,18000.0
85,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Отрадное,22,175,53,2.0,2,5000.0,8000.0,16000.0,,8000.0,18000.0
86,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,Москва,Гагаринский,20,168,53,3.0,3,10000.0,20000.0,40000.0,,20000.0,40000.0
87,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,Москва,Академичекский,24,173,51,3.0,3,2000.0,4000.0,12000.0,,8000.0,18000.0
88,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Москва,Филёвский Парк,18,165,50,3.0,4,5000.0,10000.0,25000.0,,10000.0,25000.0
89,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Строгино,23,173,54,3.0,3,5000.0,8000.0,16000.0,,8000.0,18000.0
90,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,Москва,Дорогомилово,22,170,51,3.0,3,7000.0,14000.0,35000.0,,15000.0,35000.0
91,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Москва,Дорогомилово,21,152,43,1.0,5,5000.0,10000.0,25000.0,,10000.0,25000.0
92,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Хорошёвский,22,172,52,2.0,3,10000.0,20000.0,50000.0,10000.0,20000.0,50000.0
93,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,Москва,Дорогомилово,22,168,51,3.0,4,7000.0,14000.0,35000.0,,15000.0,35000.0
94,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,Москва,Свиблово,21,169,51,3.0,2,5000.0,8000.0,16000.0,,8000.0,18000.0
95,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,Москва,Дорогомилово,20,160,51,2.0,4,5000.0,10000.0,35000.0,5000.0,10000.0,35000.0
96,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,Москва,Мещанский,30,175,63,3.0,2,5000.0,10000.0,25000.0,,10000.0,25000.0
97,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,Москва,Тверской,19,167,54,3.0,2,7000.0,14000.0,35000.0,,14000.0,35000.0
98,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,Москва,Дорогомилово,20,169,50,3.0,3,7000.0,14000.0,28000.0,,14000.0,28000.0
99,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,Москва,Донской,25,167,52,1.0,2,5000.0,10000.0,25000.0,,11000.0,26000.0
100,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,19,172,50,1.0,4,7000.0,14000.0,28000.0,,14000.0,28000.0
101,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,Москва,Гагаринский,23,155,41,1.0,2,5000.0,10000.0,20000.0,,10000.0,20000.0
102,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,Москва,Тверской,18,171,56,3.0,4,5000.0,10000.0,25000.0,,10000.0,25000.0
103,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,Москва,Гагаринский,20,167,50,3.0,2,7000.0,14000.0,28000.0,,14000.0,28000.0
